segment,channel,region,offer_type,age,days_since_last_activity,prior_30d_sessions,prior_30d_purchases,prior_30d_open_rate,discount_pct,offer_valid_days,local_hour,accepted
active,email,NA,percent_off,35.363542467700384,0.6714509069941963,8,2,0.20746783083512504,6.709243172410348,14,13,0
new,in_app,NA,free_shipping,21.124493397484933,6.465201402903305,2,0,0.19096545169975043,0.9897326669083277,14,5,0
active,email,APAC,percent_off,38.457222706538225,20.666395102661916,6,0,0.4891300222628773,23.613763075306405,3,3,0
new,email,NA,percent_off,49.8294728303715,20.07133442010574,4,1,0.5172428035825846,26.005833828645738,2,1,0
new,email,APAC,percent_off,,28.232708152238658,3,1,0.236998787221534,12.386183151660143,2,20,0
new,in_app,EU,free_shipping,25.64208465941079,16.426145907341883,1,0,0.15051803121156535,22.721177875703916,1,3,0
new,email,NA,percent_off,21.800215742475203,3.3635840708221174,3,2,0.16784493618683077,18.773473095645507,5,6,0
churn_risk,email,NA,bogo,49.7005451369584,14.543652318218985,5,1,0.15629932173003447,21.908042976853697,7,10,0
churn_risk,email,LATAM,percent_off,18.0,16.82040004617219,3,0,0.5823903021587858,14.336119260814915,7,1,0
active,in_app,NA,percent_off,38.08009315178006,9.399686834642225,6,1,0.2986976892696684,15.317420092017967,1,3,0
new,in_app,NA,percent_off,27.746221735277402,19.741439935589085,2,1,0.05491912118997791,14.011650997210388,1,9,0
new,sms,EU,free_shipping,48.45007350456967,0.8871928926201997,3,2,0.18404149314126186,6.732420506238938,5,13,1
new,sms,NA,bogo,22.397923494224628,10.839919174165168,6,1,0.39502986125593637,0.0,3,22,0
new,email,NA,free_shipping,25.238841662517263,7.844657401131871,8,0,0.3613184711656559,15.826835946010139,14,9,0
churn_risk,email,NA,percent_off,40.78731346556456,19.630110498705648,7,0,0.09068741773903721,21.246098222964793,7,22,0
new,email,NA,percent_off,42.75067450704485,1.6430480112378276,12,0,,37.49761640648673,5,0,0
active,email,NA,free_shipping,48.95556480555095,2.868592215980597,4,0,0.3122175428867583,19.002890334798014,5,6,0
new,in_app,APAC,percent_off,39.20219850446578,9.816145848837145,4,0,0.09116528574637053,27.58822689167212,3,23,0
new,in_app,LATAM,percent_off,37.8443306837394,35.29613865522953,10,1,0.3445074575182946,4.4438521633013774,14,15,0
active,email,NA,percent_off,45.54027753223272,1.0423899155261338,5,1,,,7,15,0
active,push,NA,free_shipping,18.923297941386316,16.321767488205726,11,0,0.7638250018519663,15.809141525067096,1,14,0
new,in_app,NA,free_shipping,24.323834618029533,2.7589851760300768,6,0,0.17650816607605235,23.340734770658916,5,1,0
new,email,NA,percent_off,19.84523795677143,1.3371985812152585,8,0,0.33936531139543324,24.282760349067757,2,16,0
active,email,NA,bogo,18.0,6.025683683629067,2,3,0.3881784395745085,16.897334486007445,2,10,1
new,email,NA,free_shipping,43.26373511306374,10.49754915211216,3,2,0.646877117499484,23.38143210409532,10,20,0
new,email,LATAM,percent_off,49.72653626937247,21.05480875271248,4,1,0.32291560174597256,41.5486907185755,10,19,0
vip,push,NA,percent_off,40.11594460814563,12.084168444308428,6,2,0.08995816274344384,24.484199691357546,5,21,0
active,email,NA,free_shipping,38.18081554549617,8.119425786157171,3,4,0.5195228732175468,20.13189705099597,3,21,1
active,email,NA,free_shipping,34.93458682250291,4.036878620212095,5,2,0.5466258255883234,31.256373542116215,3,14,1
active,sms,NA,percent_off,34.60658230567893,4.153111502186572,7,1,0.09787205301226497,28.192574919865848,10,22,0
active,email,APAC,free_shipping,52.64745774954966,17.666244987430005,6,0,0.07584225599477892,9.81578685623732,2,8,0
active,email,NA,bogo,51.041034624675454,1.453268207449453,5,3,0.21008498299146386,32.900208511631504,7,19,0
active,sms,LATAM,free_shipping,27.564663660117713,1.9005480223393416,6,5,0.08346245881040139,1.1547888356450535,2,0,0
churn_risk,email,NA,percent_off,46.196825769152916,15.264295381965468,4,1,0.04699460184342004,3.3127939543776606,14,11,0
new,email,EU,percent_off,47.52370216485524,38.94326265448198,7,0,0.29639083896864765,20.553093696263428,1,7,0
active,in_app,LATAM,bogo,41.15432662720201,1.5371945649920709,5,1,0.40486096384340015,24.583211309244366,7,15,0
active,email,NA,bogo,38.26338784061175,11.281656470007782,6,0,0.40433948138176845,9.13911941055324,5,0,0
churn_risk,push,NA,percent_off,37.88600248837061,3.2804340482906107,6,1,0.2926270940464502,24.486056356173144,10,7,0
active,email,APAC,free_shipping,18.0,0.3131442746361621,6,3,0.10870279427722129,7.234842084496542,10,13,0
active,email,NA,bogo,18.0,21.424629131021643,6,0,0.1861989620966769,18.570248156487143,3,17,0
new,email,EU,free_shipping,42.616205265913955,8.526074256737541,8,1,0.06902239372613125,10.613320717040573,7,5,0
active,email,NA,percent_off,21.895827882288753,0.29015933416666406,6,1,0.18549311710131816,35.576517849586615,2,16,1
new,push,NA,free_shipping,18.717860970054517,27.09745725044418,4,1,0.07906878052759221,24.934339037000846,2,8,0
active,push,NA,bogo,18.0,9.20631115225969,4,1,0.6112828328091453,6.908603275351519,5,6,0
new,in_app,LATAM,percent_off,28.767222320947287,16.03029011181348,4,0,0.31422208059288265,16.174583060053887,10,21,0
active,push,NA,percent_off,,6.609459415946935,5,1,,22.90597324881233,3,5,1
new,email,NA,percent_off,39.00412894645284,2.4530874278579287,8,0,0.22785215837773942,22.582747417708802,3,15,0
active,in_app,,bogo,43.35654618315012,7.518728475287762,6,1,0.3629608106486268,27.220635059356397,2,23,0
churn_risk,push,NA,percent_off,29.693514594873776,4.070607497674565,9,0,0.26272176196504027,19.85456331830679,7,17,1
new,push,NA,loyalty_points,35.180070242103056,4.224265514720611,7,1,0.12175183653726461,20.780729166381757,14,7,0
active,in_app,NA,loyalty_points,43.3039986074565,12.389787010055603,5,2,0.3074232081904994,25.417618370628663,5,22,0
active,push,EU,free_shipping,39.103758328088816,1.1856467554953973,9,0,0.2067906571676683,6.463960913346199,14,14,0
new,email,EU,bogo,27.566439833908994,6.070346187292207,5,0,0.16421524488016753,33.44010742524159,10,0,0
churn_risk,push,NA,free_shipping,37.296094743223854,9.49296798340727,6,1,0.064856089041279,5.93414823902194,5,21,0
new,email,NA,percent_off,18.0,14.848596028134153,5,0,,0.0,5,5,0
active,email,EU,bogo,34.00135360358028,12.025427758661806,13,2,0.09611682104377801,18.372438100926242,5,19,0
active,push,APAC,percent_off,27.197577881915137,26.084664888071686,5,2,0.021432851318069032,20.016754732620324,14,7,0
active,email,NA,percent_off,50.70434384282463,58.53049294802765,2,0,,30.524205687661578,10,14,0
active,email,NA,percent_off,23.25053473381933,33.256371077287255,6,0,0.23835891291393482,,1,15,0
active,email,NA,bogo,35.28346443953026,17.334831959135315,5,3,0.7339331257130277,33.299857229425015,3,10,0
new,push,EU,percent_off,29.28283973198322,13.90093051905274,5,1,0.3107025191322177,18.330705453251703,7,6,1
churn_risk,email,LATAM,free_shipping,27.859524125634614,0.4328954252984469,7,1,0.18282489279986805,,5,10,0
active,push,NA,loyalty_points,38.15065063073638,9.149936562299134,10,1,0.049559495887469794,14.624413105741535,5,0,0
churn_risk,email,NA,percent_off,29.39976341064629,13.077623011624421,7,3,0.15055377590773691,34.70934573021981,14,19,0
churn_risk,email,NA,bogo,54.37189555117125,6.391539976553675,4,0,0.17147151916109335,25.646574810432778,5,4,0
churn_risk,email,NA,free_shipping,18.0,5.829628259929298,5,0,0.49254195229013226,26.512775239133333,5,11,0
active,push,NA,percent_off,40.94287871378324,9.384435391728632,6,0,0.21812768284729855,23.249551847683755,5,4,1
active,email,LATAM,loyalty_points,33.06725764378292,28.45549700292173,5,1,0.10619845674873196,19.070945859131402,2,10,0
churn_risk,sms,,loyalty_points,33.446525698446905,3.628325199184202,2,1,0.36156484918028137,21.085400367855055,3,2,0
active,in_app,APAC,percent_off,37.3233475872272,6.111018780419641,1,2,0.05623235466490975,0.0,1,6,0
new,in_app,NA,percent_off,44.97528025536356,12.70420291385729,4,1,0.0893091997961205,20.66016095068529,10,12,0
churn_risk,in_app,APAC,loyalty_points,36.9158035580551,2.4696459827593173,11,0,0.31676924787178135,36.775296869503954,7,0,0
churn_risk,email,NA,loyalty_points,45.01462966678821,21.614707383055187,7,1,0.07164615721461444,16.73211322478552,3,1,0
active,email,NA,percent_off,,13.161786211115043,10,1,0.5784746543738976,12.10971457907263,7,10,0
new,push,LATAM,percent_off,22.624793296775685,5.211228930834781,6,0,0.2980991805634309,18.87479765413088,7,10,0
active,push,NA,free_shipping,33.01941697084757,15.36882099103211,2,1,0.2526831933275777,35.560120381031155,7,19,0
churn_risk,in_app,EU,percent_off,46.682185499382214,3.931162698702085,7,3,0.308989836965559,25.877687266207058,2,7,0
vip,push,APAC,loyalty_points,29.482506489489104,17.8711407375825,7,1,0.5123991120231035,29.926759023539688,7,18,0
new,sms,NA,free_shipping,22.08916032399241,0.8797297037993816,4,1,0.36723321595389186,,5,0,0
new,email,EU,free_shipping,40.813999394034006,6.677241889305824,9,1,0.19269450545736463,17.430707995949025,14,22,0
churn_risk,in_app,APAC,percent_off,37.7027267288281,3.639866659037378,8,1,0.33539523419836204,22.739439326897706,2,8,0
active,push,LATAM,free_shipping,25.52038942366123,20.35959884788159,10,2,0.17318914043393444,7.334170223419742,10,19,0
active,push,EU,percent_off,31.436365928769522,16.76812115535403,6,1,0.06863533576516112,10.577372033122952,14,12,0
vip,email,NA,percent_off,32.00161979513284,22.13139950845284,5,0,0.3251664340790579,12.76613580490005,7,10,0
new,push,EU,bogo,34.07020129144105,12.65157552844613,8,4,0.36964554532877536,17.667585207999934,5,8,0
active,in_app,EU,bogo,41.11222280801135,19.035831681636303,11,1,0.27289768820365196,18.029810773958513,14,22,0
new,email,EU,free_shipping,29.542764082748633,6.931884335926323,1,0,0.1657098225480547,9.236378355510674,10,10,0
active,push,APAC,loyalty_points,41.680687238020965,13.600584722549616,6,1,0.1861146814778671,20.639840804827937,5,14,0
churn_risk,email,NA,percent_off,28.13161813525992,0.3793452950621707,2,1,0.49610422053929576,0.0,3,21,0
active,sms,NA,percent_off,52.329381543517044,25.5158429470318,3,3,0.5123891522506594,25.46345364823256,14,4,0
vip,email,EU,bogo,52.5663916397419,13.853571967118127,2,0,0.6169176930460152,,5,2,0
active,email,LATAM,percent_off,24.57953042894933,24.127626863472734,5,1,0.3464489716871165,11.709213772295413,2,14,0
active,email,NA,free_shipping,20.519477323655742,17.68100599987926,2,0,0.28175459084414867,31.23774924140762,5,5,0
new,push,LATAM,bogo,44.76028595215556,4.048800242365094,6,0,0.27875559073938927,11.76535485082498,14,11,0
active,email,LATAM,loyalty_points,36.836718167633016,3.8239688271635153,8,1,0.2935508506212149,26.25856658262017,1,20,0
active,push,LATAM,free_shipping,40.068350278118494,19.291601152332113,4,3,0.09103544871111552,19.74667135692722,7,6,0
new,in_app,LATAM,percent_off,26.797692830835388,2.4505249144221315,6,2,0.2880370558702634,23.14201609302091,3,3,0
active,in_app,APAC,percent_off,32.54300615228107,1.4073241756632626,4,1,0.11900316212108976,14.401170521420006,10,13,0
active,email,APAC,percent_off,30.206824099085743,0.18187783725928727,6,1,0.1224763338898277,12.401073431083223,14,6,0
churn_risk,sms,EU,percent_off,37.346210841066224,4.253181755418809,6,3,0.2915970968934798,19.05056011054593,3,15,1
active,push,NA,percent_off,20.29707983506934,1.2545308610890178,5,3,0.09556056536014593,22.70484227853019,7,2,0
churn_risk,email,NA,percent_off,32.90732109373444,19.414875826422392,5,1,0.38043893650864974,6.784159835460727,5,18,0
new,email,NA,loyalty_points,20.186437216740394,7.952436063513774,5,0,0.4877986536574571,25.66485737841916,7,23,0
new,email,NA,percent_off,28.328798451891835,3.492496088059089,2,1,0.154788544920763,17.89471893814219,14,6,0
active,in_app,NA,free_shipping,32.92917406502735,11.058260822718042,5,3,0.19189360744438294,19.96220698370106,1,21,0
active,email,LATAM,percent_off,39.58177102755273,0.8753965306368284,4,0,0.20349345658559528,5.070406619789395,5,10,0
new,email,EU,percent_off,40.493522768428875,15.540837521624667,7,0,0.0918640532137182,10.182457560733987,14,23,0
churn_risk,push,NA,percent_off,42.37006298876949,8.351245905782424,9,2,0.3508009263255857,10.894822300220195,1,8,0
churn_risk,push,APAC,percent_off,18.0,0.07796918275430365,9,1,0.5037672245917096,17.460492249297378,3,2,0
active,push,NA,bogo,47.90495035735739,4.614142767282878,5,4,0.2672713731354506,42.68817928729486,5,5,0
new,push,NA,free_shipping,26.907206022603006,16.644769810670525,5,6,0.07365430607498519,24.01589111784731,14,17,0
churn_risk,email,APAC,bogo,27.710292420102544,2.5007614134118588,4,1,0.2144924788609083,8.385388766539219,1,21,0
active,in_app,NA,free_shipping,36.95622303423931,39.20333122414069,4,0,0.27948762416069944,,3,5,0
churn_risk,email,EU,free_shipping,30.292984002037716,27.233186599321037,6,2,,11.487279881166497,5,11,0
churn_risk,push,NA,loyalty_points,,18.07384596786662,6,3,0.4170551237663873,19.453540050652986,14,17,0
churn_risk,push,NA,free_shipping,40.0213182260754,0.9816597752949632,5,7,0.08735999985133823,26.80710639994868,2,16,0
active,email,APAC,percent_off,25.60506770513569,5.240447347951404,5,1,0.2587701267325115,10.381345413460943,14,19,0
new,sms,NA,loyalty_points,31.97901342636758,4.249236394395222,6,2,0.17224640296285537,23.175775331485113,14,9,1
active,email,LATAM,loyalty_points,32.30471348643681,1.7767852480683652,8,0,0.35911169040830837,31.730966841344994,3,12,1
active,email,NA,free_shipping,,94.46923029753373,8,0,0.3100781840960828,9.345641003445323,3,14,0
churn_risk,in_app,NA,bogo,28.883208460740374,1.9107294276169169,5,1,,26.17983438565232,3,13,0
new,push,LATAM,percent_off,28.40434986522753,4.545776702585695,7,0,0.15081631982157534,15.834643789761396,5,12,0
new,push,LATAM,free_shipping,22.762202500432302,25.457316034741183,6,1,0.2873453950723612,19.110925054580893,3,16,0
churn_risk,email,NA,loyalty_points,23.995346081922904,1.87122230464972,3,1,0.17201057764176844,20.29025434292141,2,6,0
churn_risk,in_app,NA,free_shipping,19.143336823101013,7.607856598157798,9,0,0.17113541119281125,20.773830867720815,10,4,0
vip,email,EU,free_shipping,26.26629817235712,44.602474404420704,8,2,0.21442447136088746,17.540337977607543,2,16,0
churn_risk,email,NA,percent_off,51.52921512494585,3.408878833157905,5,1,0.4869396761335632,21.089700320227706,7,23,1
active,email,NA,percent_off,41.59998076754792,14.570630113509969,14,4,0.2571892394327907,13.378031271427803,5,19,0
active,email,APAC,free_shipping,48.05080976469741,1.001096471140133,7,1,0.7125332609718349,19.398822463567253,5,16,0
churn_risk,push,EU,percent_off,23.548341892221558,11.021675571996678,5,1,0.11762856843058926,10.809442705996918,14,5,0
active,email,,free_shipping,18.0,4.968916542573048,4,0,0.45481395123426716,17.92238393237947,2,20,0
active,email,NA,free_shipping,,14.430267562938397,3,0,,8.168215686349438,5,9,0
new,email,LATAM,percent_off,54.38957683601918,6.806424001529592,6,1,,5.900436578922976,7,0,0
active,push,EU,percent_off,28.661307021310275,4.262945534571142,6,0,0.09614424226893703,6.2055847470549175,7,2,0
churn_risk,in_app,EU,free_shipping,35.119979908105655,9.476105396029455,5,0,0.6790662398379244,13.665306765329074,14,20,0
active,email,NA,percent_off,18.0,1.8055068149170044,8,2,0.10025580050902534,,10,21,0
new,push,NA,percent_off,34.31027066114167,20.212004749404784,6,0,0.06299064014563055,,3,20,0
active,email,NA,free_shipping,32.625134361547566,16.669631550891246,4,2,0.459192556760437,16.182675643576616,5,5,0
new,push,NA,free_shipping,18.0,9.448654918704511,4,1,0.34434516098390533,21.857188915093083,5,7,0
new,email,NA,loyalty_points,22.589300036715244,5.488333981397951,3,2,0.2060614625609011,13.968309003780071,7,22,1
active,email,NA,bogo,21.715968540668825,29.61321938969082,6,0,0.13550346166626276,25.857539499665293,14,6,0
vip,push,EU,bogo,18.0,12.076502274868677,13,1,0.14277915928073762,,14,11,0
active,in_app,EU,free_shipping,26.026598480839063,4.022318883143942,8,1,0.3158029742162902,11.800362704989848,14,9,1
new,email,NA,bogo,39.59647403331246,19.72267714969269,5,0,0.5534932651377935,16.790053907379107,3,17,0
new,push,APAC,bogo,27.034992959433957,12.09494285047484,7,1,0.27501483661867204,29.16969268661856,14,17,1
active,push,EU,percent_off,,1.6300101022878686,5,2,0.05334443747897217,12.310590480735502,1,3,0
active,in_app,NA,percent_off,30.00964370642346,1.4556194256119885,4,0,0.1921778527458864,20.344789967031204,5,11,0
churn_risk,email,,bogo,37.588399851254984,33.38779430371082,4,1,0.33683180555135167,35.05347214192243,3,3,0
active,email,EU,percent_off,39.47227650247195,4.074645038325612,8,0,0.37493201797648673,26.244862798274628,7,4,0
churn_risk,in_app,NA,percent_off,50.872679573485684,13.069265045412894,4,2,0.08361450007699427,26.25557856469137,2,21,0
active,email,NA,loyalty_points,26.122790604116247,0.44536993778606593,8,0,0.13500404026649224,15.082493350195746,5,8,0
active,email,NA,percent_off,38.86595458237155,9.756742132012397,6,3,0.3570118201022401,17.722378445744447,10,17,0
active,email,NA,percent_off,23.587105721873662,3.1539792332721026,8,2,0.3882872968699769,26.7188499454003,3,12,1
vip,in_app,LATAM,percent_off,52.943052569038485,1.8046609634140292,6,0,0.2601469886741152,,10,18,0
active,email,,bogo,22.56342161444921,17.820289606368334,4,1,0.1471636336573345,24.9136393921287,2,15,0
active,in_app,NA,loyalty_points,38.22043852072312,19.899924365183992,8,2,0.1154208961530055,28.261919778395438,14,10,0
active,email,LATAM,free_shipping,51.15406403404708,15.072132676308374,9,2,0.24009072437730683,12.012269275840115,10,22,0
new,email,EU,free_shipping,20.83826134213333,0.13499866206570735,7,0,,22.528958771383614,7,14,0
active,email,EU,loyalty_points,40.546069274145886,4.02414927864008,8,2,0.39892776720163775,33.75161627148017,5,5,0
new,email,NA,loyalty_points,23.079420359013646,5.373482526436161,5,2,0.11997834686065505,30.746942476986572,14,19,1
active,push,EU,percent_off,59.61200896912768,14.087152884783125,10,2,0.7117943193378795,13.78952123068311,14,3,0
active,push,NA,bogo,18.0,16.90462371828375,5,5,0.4808822085142616,5.397998844653879,14,21,0
active,email,NA,percent_off,18.0,11.861658074261722,4,2,0.29951193100740914,,5,1,0
churn_risk,email,NA,percent_off,21.66326295055728,18.6757911434921,4,0,0.08961939760492621,14.416074992888094,7,4,0
churn_risk,push,NA,free_shipping,22.017483863837562,6.688716554893148,9,0,0.5217059420904169,24.90165952021654,10,0,0
churn_risk,in_app,NA,percent_off,39.7295696268796,9.366572423894713,6,0,0.2642299477856672,13.830499810558507,5,14,0
new,push,NA,free_shipping,53.79648300127215,0.7968854315509142,7,0,0.32057811510120005,24.757677049705322,14,7,0
new,in_app,APAC,percent_off,46.7064199406094,6.685854010122876,6,1,0.09106607782288202,26.16084233943839,5,2,0
active,email,NA,percent_off,36.572925154295646,6.800989420404839,7,2,0.613418841657961,0.0,14,5,1
active,in_app,APAC,percent_off,34.1054118524403,11.346166471135323,4,1,0.22946237531485214,25.45129805810324,3,3,0
active,email,EU,free_shipping,27.330014824627355,5.695782774716562,4,3,0.49913342309406583,31.03012893453989,10,8,1
new,email,NA,free_shipping,38.301802895889814,3.268871969955746,6,2,0.22695523563904818,29.35349252799142,5,18,0
active,in_app,NA,loyalty_points,31.703157944255285,3.2553487136673604,10,1,0.3502410257547159,10.18631917987789,2,19,0
new,in_app,LATAM,free_shipping,36.08351996605227,1.7246833003913014,5,2,0.41308582827220225,21.888099316711656,3,6,0
churn_risk,push,NA,bogo,25.850045754382684,14.48864953543984,9,4,0.36359062960130556,27.827226407375786,7,21,0
new,email,EU,percent_off,20.779885375016825,11.692390422834208,8,2,0.17326334553572317,,3,9,0
active,email,EU,free_shipping,34.28016278176542,10.38859506759654,6,0,0.6780522304994218,17.153972689861554,5,1,0
new,email,NA,free_shipping,34.03706808067951,9.08633237827399,2,1,0.4569060381881536,14.535905195345617,5,12,0
active,in_app,NA,bogo,27.444738514127245,5.4976121626027386,6,1,0.17877483966637267,12.282006184396238,10,17,0
active,email,NA,percent_off,25.568388979014188,17.569351601021282,4,1,0.5518968638898799,13.216368990284714,7,14,0
churn_risk,in_app,APAC,bogo,40.1424691798155,30.6162757069976,7,0,0.4141415161208952,15.618760982545401,3,7,0
churn_risk,email,APAC,percent_off,39.004430153298124,6.957590285237728,5,0,,,10,17,0
active,in_app,LATAM,loyalty_points,54.642051723038044,6.313070379312512,7,0,0.0887339408846179,,3,10,0
vip,in_app,NA,free_shipping,49.19022809100345,2.1312691458520594,2,0,0.11982754678553248,7.576841568947184,10,15,0
vip,email,NA,percent_off,20.867732757605815,13.329753953366447,4,0,0.5309929127155741,3.8866256210461714,14,14,0
churn_risk,email,NA,percent_off,31.900915915211446,9.799849912411098,4,2,0.28025432577899806,16.851588785932147,5,16,1
churn_risk,in_app,LATAM,free_shipping,18.98754412248409,53.07217995541335,5,1,0.22418956574919477,34.578218567871005,3,9,0
new,email,NA,free_shipping,18.0,10.534165965803123,7,0,0.38658181623240756,24.840464160586183,10,4,0
active,push,NA,bogo,58.15037996407726,4.086428327589387,5,0,0.15844130647983967,16.85772807820962,14,13,0
new,push,LATAM,free_shipping,50.28326154156336,9.932235691019246,4,1,0.1454889560506074,26.16303364766762,7,19,1
new,email,NA,free_shipping,27.07215693027571,50.155090947110764,4,1,0.39081114784713855,9.698720409369864,1,4,0
vip,in_app,EU,percent_off,47.67713752847872,15.419382500015558,2,4,0.2434135835374474,0.0,5,4,0
active,email,NA,loyalty_points,49.30892343909619,1.6515375080112222,6,0,0.21390788880420214,13.32589679516968,2,2,0
churn_risk,in_app,NA,bogo,18.0,5.043825691461221,8,1,0.3002897667190605,24.14911717818724,2,22,0
churn_risk,email,LATAM,percent_off,43.35664022718976,4.257576951406462,3,1,0.5070872873426339,30.666947628861994,7,5,0
churn_risk,push,EU,percent_off,28.591810387255585,23.324149111506543,7,0,0.6156510554415742,,5,4,0
vip,email,NA,percent_off,38.2140453121541,11.335135869840325,3,2,0.5848551910458516,19.066565759206348,1,5,0
new,email,NA,percent_off,67.10848415366706,19.93521807887405,4,0,0.150286058239875,15.489001538641556,7,3,0
new,email,NA,free_shipping,51.43898645963574,2.3266008264101443,6,2,0.11874688832687219,12.994741178123926,10,15,1
active,push,EU,percent_off,32.58966658089366,28.636154108787892,3,0,0.28500247499071424,33.840497558325275,7,5,0
new,push,NA,loyalty_points,49.63840854395131,0.7209624534305035,4,2,0.6661111237932362,19.76445879600311,5,21,1
new,in_app,EU,free_shipping,18.0,5.636917950759896,4,1,0.5403901181358818,33.47291631289716,10,17,0
active,email,NA,percent_off,39.539301141843175,0.17100115607175853,3,1,,17.564048790720165,5,4,0
churn_risk,push,APAC,percent_off,39.80224395331529,2.444201999741192,11,0,0.28834296013967287,4.744456456559373,5,15,0
active,push,,bogo,41.762623344195596,39.31356830397007,6,1,0.5083728577980224,23.63238730328763,14,21,0
active,email,APAC,percent_off,28.40664579557074,0.9809692268378349,6,1,0.283692687472393,20.060696334540403,3,22,0
active,email,NA,percent_off,38.201711471337774,1.8855534268175265,7,0,0.23841178153320325,15.480686336241195,1,1,0
new,email,NA,percent_off,43.41569966473874,31.059074464667887,7,2,,20.19135677826771,3,5,0
new,email,LATAM,percent_off,18.0,14.861717782345972,6,1,0.5688030146796161,4.075277090739036,1,14,0
churn_risk,email,NA,percent_off,30.52205550656586,6.270010351577769,2,0,0.3734891006740072,26.323831068479272,7,14,0
active,push,NA,percent_off,24.06356505915526,0.8549339345712763,9,2,0.2678445380987767,21.685034140877697,10,9,1
churn_risk,email,NA,loyalty_points,41.28353505543018,18.447581667525917,9,1,0.4618280554274384,27.927097080276848,14,7,0
new,push,NA,percent_off,49.15622151455285,8.14446217242534,6,0,0.14704495972014167,16.141074765145696,1,21,0
churn_risk,in_app,EU,bogo,27.2696203460235,4.681307036515043,3,4,0.33473075768824107,17.43744365674866,14,8,0
active,push,NA,percent_off,22.024371113638246,5.369523964750289,3,0,0.5419514262119343,25.333282165379153,7,2,0
active,push,EU,percent_off,35.28880339977742,8.445100277179058,5,0,0.3205462312828425,,5,4,0
active,email,EU,free_shipping,21.314678870273582,9.615012751788775,4,0,0.13180646066320165,16.07852346168813,5,20,0
churn_risk,in_app,APAC,percent_off,31.50923725284861,20.451497235707997,7,1,0.08121811999549212,13.942806370751107,5,22,0
active,email,NA,percent_off,30.349295539029765,17.72533234794943,5,2,0.050685463761158914,11.550032297820106,14,17,0
active,push,NA,bogo,40.38113021261854,17.48362502500575,11,3,0.1616055254486233,10.820610145290773,2,22,0
vip,sms,EU,percent_off,37.46715143230722,15.680839723227322,5,2,0.5570201033265118,23.60119480809024,2,20,0
churn_risk,push,NA,percent_off,35.77536604936291,17.015249091770794,8,2,0.3803619327090537,20.519548207660534,1,6,0
active,push,EU,percent_off,52.0053556241951,13.583603989372628,3,2,0.253068730628239,26.46921459611898,2,22,0
churn_risk,email,NA,percent_off,36.967024797962075,24.301574410886914,10,0,0.1927947444450576,15.684222742757317,14,8,0
active,email,NA,percent_off,29.403784462765966,9.782538410781434,4,1,0.2419637122879702,5.717118074962258,7,5,0
new,push,APAC,loyalty_points,30.75290547419916,8.828755174747581,9,1,0.2954057517436913,14.05473157537763,1,16,0
active,email,APAC,bogo,25.592647745316455,14.499625091693474,8,0,0.383593615542761,20.27091833777034,5,18,0
vip,push,EU,bogo,22.795000824695265,2.1783484633823313,7,2,0.06519708319489301,26.258454609964957,7,10,0
vip,email,APAC,free_shipping,18.717233374663323,18.004404012882354,7,1,0.2570612928773321,15.591079666969723,14,23,0
active,in_app,EU,free_shipping,46.47655691377416,33.01572258539004,7,1,0.20306275347711414,23.580003109125574,3,3,0
active,email,NA,free_shipping,26.098622369845376,4.216155110677117,2,1,0.19516537701734418,17.68938229894354,1,13,0
new,email,LATAM,free_shipping,37.47507022690597,11.33149815834537,8,2,,0.0,14,11,0
vip,push,EU,percent_off,,0.3979978936960621,5,2,0.5202810688036783,15.950267084800805,1,20,0
vip,email,EU,percent_off,33.67853605218512,17.420129434522668,9,1,0.09636527244034107,33.57521344596289,5,2,0
active,email,NA,free_shipping,46.69181229870314,9.842720213394397,8,0,0.4694863188504647,18.703774157071276,10,0,0
churn_risk,email,LATAM,loyalty_points,35.94322071198254,13.437575795313649,4,1,0.16080431758838803,10.098917754761272,10,23,0
churn_risk,email,NA,percent_off,23.850577751332857,1.8517063872408839,5,1,0.2640034101169601,28.574566761244903,14,9,0
active,email,NA,bogo,27.7947620733431,19.894390444228126,4,0,0.13017639551193438,22.657806528911024,3,14,0
new,email,NA,free_shipping,43.459406307487264,3.5475441566791606,5,0,0.3347963786394401,29.694689462954297,14,19,0
active,push,NA,percent_off,39.31496391178468,13.854278226721469,8,0,0.3414668683300167,0.0,3,0,0
active,email,NA,loyalty_points,44.146546528863155,10.79148565492265,12,0,0.3051904043383573,,5,18,1
active,sms,APAC,bogo,31.376484232116475,12.728567143859177,7,3,0.1447012032287325,12.924569011323626,14,13,0
active,email,EU,free_shipping,18.643518030441577,0.6185172140651622,5,0,0.29512187975248017,,10,6,0
vip,email,NA,percent_off,39.57312787560373,16.25060011887847,5,1,0.46597356931265066,12.348177763616805,3,15,0
new,email,APAC,percent_off,36.78100795436179,19.031570764532155,8,1,0.5054278360826606,22.486297019235764,10,16,1
active,in_app,NA,percent_off,37.06909775876511,7.728075178415929,6,2,0.18210272869906224,24.934792862404162,1,22,0
active,email,NA,percent_off,18.800819945603283,6.308450033737751,6,3,0.18823027203701762,30.750141912428106,2,3,0
active,push,NA,bogo,26.95761887142315,5.032542096570436,7,0,0.24300374165765729,24.803583633273178,2,18,0
active,email,APAC,free_shipping,23.677949239646253,31.55340379030492,5,2,0.3550929553198973,7.5945782532088035,5,17,0
active,email,NA,bogo,38.39303307399215,16.88130835679639,7,0,0.17211632807513555,13.384131950013018,3,19,0
